sample_id,group,combination,prediction_png,prediction_sha256,target_png,target_sha256,psnr,ssim,lpips,maniqa,clipiqa,musiq
test/A/defocus blur + jpeg compression artifact/046,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/046.png,7fcbf5357b037541875c88f55339a25dbf4a8760415b53ff4e5565dac3c7a01f,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/046.png,af4b21bf96515f2ff4f97a4990856b43ae02a1d8f39909428228a2612b5f936f,19.748924255371094,0.34806017289023405,0.7212820053100586,0.27233460545539856,0.24493932723999023,44.87360763549805
test/A/defocus blur + jpeg compression artifact/047,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/047.png,1a388681dd4beb333b0475fb64990ba647ce933211bb44445662988af5a412ac,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/047.png,8ecf454f7d68ca4ebf19b2b4a22275d3bb344666e4e483fda2c8cb84d5ff94db,22.489192962646484,0.5111256882299784,0.527575671672821,0.20765066146850586,0.16623209416866302,40.49169921875
test/A/defocus blur + jpeg compression artifact/048,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/048.png,b4980175361892bd78f25cd90248a0c03276124b8de52d68825fdd314ee179d2,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/048.png,b74e449ab10a96799f5e791f68de34dcfaf90a4befdb242cee372f6743841606,20.92841911315918,0.4091043848278152,0.5865965485572815,0.25725385546684265,0.362419456243515,41.531494140625
test/A/defocus blur + jpeg compression artifact/049,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/049.png,fb9f471953ef53c025dee3d646caa1d1145717a33ca0042ed02c00f686ef3360,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/049.png,bdd8f4cec02d5659a12541bb32718429d397d6be195679045764e31574c4f226,20.749000549316406,0.49506891860285634,0.6847094893455505,0.32518863677978516,0.14543166756629944,42.89601135253906
test/A/defocus blur + jpeg compression artifact/050,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/050.png,f39f593026c854c9bb97145e259455b2c2565d76dcad381a24357357b3e6be92,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/050.png,c4cfbc77b28b145af37ea26b0b501d69633ebdedd3ce9a90d5760063ee95f492,19.993026733398438,0.4682893049950045,0.578425407409668,0.27387383580207825,0.28704988956451416,47.69063186645508
test/A/defocus blur + jpeg compression artifact/053,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/053.png,73157f2bbb41f3becf520d7b2f855b3a8a959d5cfbce25217f901a531d9657cd,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/053.png,6b1f2208c72adcd28d96a15d538bbfbe27cb5a21be416b6f30fa836b12ac867d,33.47151565551758,0.9183324326128884,0.2449815571308136,0.2503252625465393,0.3327465355396271,59.38540267944336
test/A/defocus blur + jpeg compression artifact/054,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/054.png,799bc27c1c6619de5c26522f2763165bfbef9e5e305ad8d795fc85fff3a0a00b,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/054.png,699ffde2d8d110e52811d39e5b9d745965d4211dd2312f453ce367f1bc0e66f5,31.181434631347656,0.8632513173944947,0.4287729561328888,0.2113899141550064,0.3159710764884949,49.5935173034668
test/A/defocus blur + jpeg compression artifact/055,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/055.png,e4f68471e40c257efa25c2efd948b9ce9c2983f31d523be8a3c981a4298eeddb,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/055.png,5a59c6f9051a70f1c3ad8e9550b2a21322ef8ad71bd70085fb2330f6f6da3948,35.28541946411133,0.9014126298022654,0.2952333390712738,0.23831908404827118,0.3442254960536957,57.06897735595703
test/A/defocus blur + jpeg compression artifact/056,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/056.png,bcf97ecd8a6b938ed41fac79cf720a7900c0856616771de5b286de24d8b260eb,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/056.png,c5f28866f72e2d370875385eb6575124b0735f8f927fae1c07ff7151e200c956,30.86481475830078,0.8608468402450368,0.2917391061782837,0.2920917272567749,0.42108210921287537,60.69461441040039
test/A/defocus blur + jpeg compression artifact/057,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/057.png,4ab538d3ad4abcfc6e2eadb702c981f722bc0164bba1586405730fa351a5f236,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/057.png,42353ae75793843947c257055d87e0568db28ed51b9a5d87cc0d6a0dafb242af,30.89468002319336,0.8851095167403658,0.26132214069366455,0.23528537154197693,0.25810185074806213,56.43855285644531
test/A/defocus blur + jpeg compression artifact/058,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/058.png,055884764bf75f6e4a9f2400581b162574963820d301823ebc6e4200dcf7da84,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/058.png,e50e67dc4e57dc18d552546044c5ca169fdb26de4d5d81650d00d4b0f3ab7e76,26.08062744140625,0.8376551812969083,0.3490068316459656,0.10797614604234695,0.1810551881790161,27.13116455078125
test/A/defocus blur + jpeg compression artifact/059,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/059.png,a88f905cfa2222022627a25adb7d0a3040bc8cfdaceada21ea22cc665a259b92,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/059.png,e60c8277194566df02c7cefc895d1390756059f7a29ac67206ec202f1b897add,32.59969711303711,0.9027197395551048,0.280834436416626,0.16603277623653412,0.20006005465984344,46.615234375
test/A/defocus blur + jpeg compression artifact/060,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/060.png,30ee2de653848feae885db245fce641240c249621be4235c23711ded4621f3aa,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/060.png,d173273231bf0b68767ae3e287f4f34baa71e7d986a98c43a41fa9668fd8a0d4,29.43604278564453,0.7979481539756247,0.39303213357925415,0.18674588203430176,0.2450270652770996,43.277313232421875
test/A/defocus blur + jpeg compression artifact/063,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/063.png,5ce8a84a322a3aef7efb3d8dd27ffe70c1d926054972320b03992ca7a6308b5d,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/063.png,f7ccce7c58be38c16fb08060b8b379825cb0417a04e6813c72985768a480929c,25.224559783935547,0.8369698578343759,0.25797519087791443,0.26251617074012756,0.2402459681034088,57.81166076660156
test/A/defocus blur + jpeg compression artifact/064,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/064.png,3b6425a32a46fd828a6d78c1c5d61b04987af64cd046cf93840734eef3a4ffdd,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/064.png,b34caae8d574b2c008d53ceb0490df55c099e68844b2819f0c02fc50db26cee0,24.715194702148438,0.695092192544067,0.36008918285369873,0.19031670689582825,0.23225536942481995,43.21897888183594
test/A/defocus blur + jpeg compression artifact/065,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/065.png,be34cba3ed18b87c0f7c4c23c983f828870094a0ffd13678d69073b492af33a6,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/065.png,f0770ae16bf79be3b5d94a7868da009f5ce1bbf54bfe5c879e352a4df590ef63,24.275585174560547,0.611694583500181,0.47750410437583923,0.16219517588615417,0.17750786244869232,40.223167419433594
test/A/defocus blur + jpeg compression artifact/066,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/066.png,1949c4c2b228f3b6b90fbce6b0b610b5b44ebfb0aa0c89c579760c6d9e887ab1,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/066.png,a19230b326bd2fb5c26ae283f65bf0b85f39f90421056a47c7ecd6d683379aff,24.75661277770996,0.7842639935806774,0.2925002872943878,0.21713319420814514,0.27903980016708374,63.31128692626953
test/A/defocus blur + jpeg compression artifact/067,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/067.png,1ba0f239d4a3597caea707bb2b33de17aba3c533a9cf68758bd5764307e948c5,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/067.png,91cd9f021a6902b7f3220c6a373cba11f3bfbe4e4984c1d6fc4be0c76acb67a0,23.043487548828125,0.6831826734631387,0.35724759101867676,0.16675013303756714,0.15662558376789093,50.79839324951172
test/A/defocus blur + jpeg compression artifact/068,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/068.png,bafd4c56cbef242d41064efb57304be1672007c31f1cbc2e2b28b0df2c08880f,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/068.png,b8187d79db16002364f6017df807e6cac41e7ee9a68413a384b1bd69eddaa638,22.70932388305664,0.6247602424995098,0.4386468231678009,0.155091792345047,0.2373768389225006,43.63343048095703
test/A/defocus blur + jpeg compression artifact/069,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/069.png,5e6c1fddb6f97ff4d127db59cfbde0960923058f65b650ee2ee5c429de424000,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/069.png,abb08be58f50075e5e6b1de44ddfe61c30ebb34882e9d72681edd73a5cdbb156,24.274885177612305,0.55885365265095,0.5059850811958313,0.1857692301273346,0.20376038551330566,51.902427673339844
test/A/defocus blur + jpeg compression artifact/070,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/070.png,d1a6d24b1aab447229fa964d39f5561f6c491c450dc5f00ce482aea1c509679e,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/070.png,718ae2570e431003fb32f2a40e19f813545164ace18230ac03f9ec96b2747f85,26.642894744873047,0.8799041079688128,0.2255108654499054,0.08923697471618652,0.1999814361333847,34.75311279296875
test/A/defocus blur + jpeg compression artifact/073,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/073.png,89b1699deb8c6659579a9b788e32b2d67d7f463b6f6db043120b390cfca71995,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/073.png,e4a8516954bfb4b79f2fc6194b6b4a8ed63250e14fe7ce0b6f6d77c922f84730,28.865928649902344,0.9067536210094498,0.18722739815711975,0.15900780260562897,0.25152823328971863,52.028926849365234
test/A/defocus blur + jpeg compression artifact/074,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/074.png,7e4b41e155ece5727623690ec235dc6ceb9c3765dff679bf6d988ccca177eb4b,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/074.png,cfa80e9825a34173ab0d1810b1b63bf645aa1b6b743966a77d7d03463319fd8e,27.451066970825195,0.8530739187386293,0.29195088148117065,0.1434069573879242,0.1791948825120926,39.725990295410156
test/A/defocus blur + jpeg compression artifact/075,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/075.png,66a5f9108d0a8ab62932ae73ef39780d19115063f20c206b31366d439e3a7a6a,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/075.png,637e76a0398c825f3214d13b10485f7c180dc359b838ade377382c22c8f6b788,23.492431640625,0.6558706157359578,0.4118689298629761,0.18989862501621246,0.17222724854946136,39.01976776123047
test/A/defocus blur + jpeg compression artifact/076,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/076.png,48e8242923c5e41dd14c0f94af8a313f8109b35988e542520d469b8447578ad5,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/076.png,28f7193b83d2979c14a7c73e95657ce02a2cc902196495bea289e190f48cecae,28.019609451293945,0.832738947514029,0.3075878918170929,0.14332711696624756,0.12542428076267242,39.439029693603516
test/A/defocus blur + jpeg compression artifact/077,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/077.png,92f43788dd97ef8872f577fe177f94ba8e3b929d8d074fa021697f9ae431f5dc,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/077.png,6d0b3c0c4255ee2de7c3c275c114eb531248c06fce157913f4e69dacd492cc91,26.569442749023438,0.8551223964627676,0.24538351595401764,0.22691170871257782,0.21764984726905823,41.169010162353516
test/A/defocus blur + jpeg compression artifact/078,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/078.png,29d965d5ba04770179de4d5ad0bb5194b23c6ab766431f34305c78001c36d866,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/078.png,ae84b8b3592a0f623d5bd2c5791b049e6fd87155614fbbad37f1ac00a2cfa870,24.620046615600586,0.659027999874595,0.4095500707626343,0.13404683768749237,0.20193079113960266,43.03500747680664
test/A/defocus blur + jpeg compression artifact/079,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/079.png,2ad2e651d996d571465ff3dbab42227c11ae582d304bd98b57fabfcc17e52584,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/079.png,166cde30b17743be2ca3fb2c29004e0b38b126bfa1d8d5f41013c23eb248aad5,26.13556671142578,0.6825457701122357,0.46778276562690735,0.19827507436275482,0.1878802478313446,44.731101989746094
test/A/defocus blur + jpeg compression artifact/080,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/080.png,a2d6b742c21dc9a4cd5b49427f8ef771e0bd055d12f77c557afb2076c8252001,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/080.png,b208599722bce230536ae4db62272e883a7714d4bfca7d73e1361da3b2ca9225,27.907896041870117,0.8632532816449079,0.2638692855834961,0.09963192790746689,0.18759557604789734,27.47452163696289
test/A/defocus blur + jpeg compression artifact/083,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/083.png,a55e9af1bb28246cdb42d87885fe953ce96b2d7ce49d709d66427b769bdd4a7b,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/083.png,4772b8d475dfc90626760cea35452db0ee8dfdd89f7cd8def57f8b4d74ecef44,21.500205993652344,0.6290835304119847,0.49159643054008484,0.1412632316350937,0.21167850494384766,31.330459594726562
test/A/defocus blur + jpeg compression artifact/084,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/084.png,7d01269de4d806bd617ac9390af6cb4a49835e12d108aacb67102a9b2b87e82d,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/084.png,1bc34c4607ba66d84248fe8e7d5e30546ae13841542d8b1cb9146f2a2485df64,32.066673278808594,0.8832534861484236,0.2805907130241394,0.14464421570301056,0.24464812874794006,35.518043518066406
test/A/defocus blur + jpeg compression artifact/085,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/085.png,145afc96f7d7608ede4f42c946a87dffafcdf3090236801e20d0eed3293f8bf3,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/085.png,6174b7cb004afd2a578ec1950d92b99c41115b5a6bf70a511f19156c62bd5274,31.020034790039062,0.9413141370873265,0.17775219678878784,0.11822672188282013,0.23918525874614716,40.63880157470703
test/A/defocus blur + jpeg compression artifact/086,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/086.png,a025f796b2164683bf997d58adf1d4cb5d2e7e8784f052380e13d0fd41269cac,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/086.png,68a629299aaf0e4d70065c504c9b3e397721fa17a25c2585446914aa5c7bafb5,22.49712371826172,0.7431293386647226,0.36656612157821655,0.2523406445980072,0.27061039209365845,45.950462341308594
test/A/defocus blur + jpeg compression artifact/087,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/087.png,d6dcf5bef56087d356ada06f384a3ed980b352112694d170592bc5f6b5904c52,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/087.png,059a862de1498fc3b783bcfcce8fad399573aa912bb6638bbd3d43d23b88cdc6,23.993213653564453,0.7483828996567139,0.4216136932373047,0.17134328186511993,0.24879160523414612,45.23084259033203
test/A/defocus blur + jpeg compression artifact/088,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/088.png,ebfeffe31dec44c4c7559a27a87748c4e2bf13a82819cf9658e970833d0da9ee,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/088.png,e76841066e027bd2a2fa101a4598c597d4891a7c535e3cc3195b7afcc249d7ae,30.368661880493164,0.9129808069936296,0.2653844356536865,0.14528237283229828,0.20119598507881165,31.213844299316406
test/A/defocus blur + jpeg compression artifact/089,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/089.png,4462754670948d9e775d338f9fd636cce721fa8f2592c0d272c4bcd26f146f54,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/089.png,046e493440ea7499fe07cec3853e6e170225ce6cdc903aac14730fa6b9bf36ab,23.448047637939453,0.7241860777384947,0.343853622674942,0.15096493065357208,0.2534360885620117,43.18987274169922
test/A/defocus blur + jpeg compression artifact/090,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/090.png,c09c469453b8a53e9eb61afca685de2b627ce4622d99fd8f4c6ab417d67cbe20,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/090.png,830f74b8389bfef595e56e910efc49cf4246f6f7bd552ea8c45d071a0113053c,21.333301544189453,0.6121764673012869,0.4567933976650238,0.2124229222536087,0.14475519955158234,25.634536743164062
test/A/defocus blur + jpeg compression artifact/093,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/093.png,7d2651eb2fdb5fa7d7d8969c8427c0f0e6776dd09375ce9bf973d31b90ce6232,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/093.png,b9ef1df7a3be70176f064c2568ea12d8cd9c9c54b3e8fd72bca53d170eaf06f2,21.921072006225586,0.7604915780923363,0.33144789934158325,0.25511857867240906,0.2686007022857666,46.86954116821289
test/A/defocus blur + jpeg compression artifact/094,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/094.png,b98eb612863c52655275a2a0357a57c55362d4c90d54df14b0379fa2a0268b88,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/094.png,45dab31fa407b6793844322a5e147cdfedc3bfa449cd28fc9605f41dba80966d,25.868196487426758,0.8375986809544537,0.21065768599510193,0.3385072946548462,0.224946066737175,56.42222213745117
test/A/defocus blur + jpeg compression artifact/095,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/095.png,b3b79caafdd9313531c9768599bb229c0e9c5757fa4f7c7eb19333a95407c3c5,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/095.png,2f04f8c811593049180a1c6bdcf5d723d3c2f6443ba518c407e4976d7a6b2637,15.701384544372559,0.5745845545237449,0.33287927508354187,0.25655397772789,0.2534528374671936,51.138023376464844
test/A/defocus blur + jpeg compression artifact/096,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/096.png,96e99c52458a6f56fbe3e175f5418292db6761b7f07f65c9e6d1255acf8dca92,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/096.png,3ac9dbd626f9e294ae10a8ab11a34f6c0132ed355627d25ce3f8790f701fae29,23.31515121459961,0.7526105883782993,0.3843569755554199,0.23404623568058014,0.23454523086547852,51.243858337402344
test/A/defocus blur + jpeg compression artifact/097,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/097.png,68d3852b8644a6f8534a057998b048fae69b365975d66db614f66e287f182165,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/097.png,9b6c3c0d294f54e89b51656b0163aa8d0715dd7904848721ea76c07ccf737d2e,25.596202850341797,0.8679739118715852,0.16641922295093536,0.36690035462379456,0.4312973618507385,63.09425735473633
test/A/defocus blur + jpeg compression artifact/098,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/098.png,9433ae21370c2d8dae316331baf2d296c124395a123f5847e6b7a3fb87602bd5,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/098.png,f0574e5262ab9942e66006e0df3aab8738de997489badc302e131ae74299181f,21.55196189880371,0.6722885394069001,0.3681003451347351,0.2986980378627777,0.2352086752653122,48.68773651123047
test/A/defocus blur + jpeg compression artifact/099,A,defocus blur+jpeg compression artifact,/root/autodl-tmp/aaa/graphrestore/artifacts/formal_mio100/graphrestore_v7_1_stage4_step040000/methods/graphrestore_v7_1_stage4_step040000/d2/defocus blur+jpeg compression artifact/099.png,4de1d4cf0c07778a5b8f15f24e504e01acc28626404413cb1e3bb781975b4a7f,/root/autodl-tmp/graph/data/graphrestore/raw/agenticir/extracted/HQ/099.png,15ddff6cab9869d7fe8a7cb6fd328b436bbfa9b089e6adcbba7a5048e4c97f8b,25.08078384399414,0.7880763983924238,0.3370922803878784,0.26596179604530334,0.2548905313014984,51.20427703857422
